czone,lat,lon
13501,41.57215733333334,-83.63074516666667
13502,41.33519533333334,-84.55096066666667
13600,41.580807,-86.44819066666666
13700,41.6955554,-85.4597714
13800,41.04614133333333,-85.97392433333334
13900,40.673144,-86.2524578
14000,40.24597433333333,-85.4172575
14100,41.00136475,-85.151102125
14200,39.6799221,-86.09401199999999
14300,38.948365,-85.830129
14400,39.606633571428574,-87.18959785714286
14500,40.411554375,-87.05651925
14600,38.901974714285714,-86.74611328571429
14700,38.196785444444444,-87.321045
14801,38.41211625,-88.1861115
14802,38.703672499999996,-87.5752875
14900,41.240562,-87.241659
15000,40.54654157142857,-81.53806114285715
15100,41.32600933333333,-82.45373266666667
15200,41.449447000000006,-81.33614828571429
15300,39.17696516666667,-81.3825085
15400,39.8316152,-81.7987046
15500,40.396329,-80.63746066666667
15600,39.79374966666666,-80.81050366666666
15700,39.0951288,-82.8422454
15800,39.002630499999995,-82.10125875
15900,39.980381333333334,-82.87258466666667
16000,40.715851199999996,-82.7408446
16100,40.86908225,-78.32665374999999
16200,40.24721025,-78.63582675
16300,40.42324922222222,-79.82071311111112
16400,41.0760152,-80.5812966
16500,41.722359857142855,-79.62083499999999
16600,37.257288583333334,-80.28127208333333
16701,38.84115025,-79.858706
16702,39.41408016666667,-80.18598183333334
16703,38.9457035,-80.3635415
16801,37.84345475,-80.9144095
16802,38.597522,-80.70691
16901,38.220597833333336,-81.70725083333333
16902,38.7935545,-81.23498599999999
17000,37.73965914285714,-82.63634
17100,38.34073675,-82.79520725
17200,38.6195406,-78.83302
17300,37.95605218181818,-79.41160881818182
17400,39.62563733333334,-77.96988333333333
17501,39.336348400000006,-78.9942412
17502,39.20124375,-78.2607305
17600,38.09826155555556,-78.28067077777777
17700,43.11347228571429,-75.85645385714285
17800,42.43392866666667,-75.19927
17900,42.053233,-75.97623599999999
18000,42.958363727272726,-77.81661818181819
18100,42.2110126,-76.961474
18201,42.01253225,-78.288846
18202,41.4328115,-78.42613
18300,44.08906066666666,-75.52380633333333
18400,44.48556299999999,-73.93158133333333
18500,43.224793,-74.45383033333333
18600,42.80096011111111,-73.87458699999999
18700,40.899598499999996,-76.8758765
18800,41.31612042857143,-75.6645402857143
18900,41.45354475,-76.92452775
19000,40.76179966666667,-75.53437100000001
19100,40.38276975,-76.21491625
19200,40.271237142857146,-77.18875614285714
19300,41.70609625,-74.270832
19400,40.85889755555556,-73.72512455555555
19500,40.0763585,-74.20565500000001
19600,40.771723769230775,-74.45570392307692
19700,39.7754585,-75.12401725
19800,39.569134500000004,-75.7928585
19901,38.4868536,-75.5270686
19902,38.8662096,-76.0531926
19903,37.534359499999994,-75.8409125
20001,44.887539200000006,-68.863405
20002,44.967009,-67.609354
20003,46.709193,-68.612409
20100,44.409942125,-70.095861375
20200,44.39022216666667,-73.01438933333334
20301,44.668450500000006,-71.84649125
20302,43.8276786,-72.3284458
20401,41.64969183333333,-71.4063055
20402,41.293392,-70.102164
20403,41.38097,-70.701499
20500,42.23424671428571,-71.04374785714286
20600,43.32942128571428,-71.26187371428571
20700,42.9603975,-72.485069
20800,42.353387,-72.63037800000001
20901,41.59547525,-72.64983475
20902,42.703409,-73.164694
21001,46.285898333333336,-90.73887433333334
21002,47.02052766666666,-88.455015
21003,46.549976333333326,-89.775508
21004,45.810968333333335,-89.26970433333334
