met2013,soc_code,soc_title,occ_group,occ_group_code,demand_scenario,shortage_2pct,shortage_5pct,shortage_10pct,shortage_15pct,shortage_20pct
15500,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,high,453.12,361.66,222.69,98.37,0.00
15500,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,high,541.66,504.60,447.04,394.16,345.40
15500,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,high,658.19,613.16,543.22,478.96,419.70
15680,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,high,638.04,615.08,578.93,545.15,513.51
15940,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,high,89.29,3.74,0.00,0.00,0.00
15940,13-2,Accountants and Auditors,Business and Financial Operations,500,high,29.27,1.22,0.00,0.00,0.00
15940,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,1649.35,1453.46,1160.39,903.11,675.96
15940,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,871.49,696.16,426.04,180.34,0.00
15940,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,high,316.90,253.14,154.92,65.58,0.00
15940,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,high,2220.58,928.61,0.00,0.00,0.00
15940,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,high,1199.32,501.54,0.00,0.00,0.00
15940,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,high,746.43,635.47,463.96,307.33,163.72
15940,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,high,231.30,169.20,73.44,0.00,0.00
15940,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,high,600.92,439.58,190.80,0.00,0.00
15940,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,high,138.99,64.60,0.00,0.00,0.00
15940,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,high,280.33,130.29,0.00,0.00,0.00
15940,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,high,1504.65,1424.05,1298.83,1183.78,1077.70
15940,51-3,Bakers,Production,7700,high,720.81,682.19,622.21,567.10,516.27
15940,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,high,1947.32,1842.99,1680.93,1532.05,1394.75
15940,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,high,2491.25,2357.79,2150.46,1959.99,1784.34
15940,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,high,516.32,414.46,256.36,111.25,0.00
15940,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,high,1196.73,960.65,594.20,257.85,0.00
15980,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,101.32,0.00,0.00,0.00,0.00
15980,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,high,10.75,0.00,0.00,0.00,0.00
15980,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,high,28.65,0.00,0.00,0.00,0.00
15980,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,high,806.01,0.00,0.00,0.00,0.00
15980,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,high,478.43,0.00,0.00,0.00,0.00
15980,35-1,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving,4000,high,78.88,8.67,0.00,0.00,0.00
15980,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,high,193.14,21.23,0.00,0.00,0.00
15980,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,high,407.50,44.79,0.00,0.00,0.00
15980,35-9,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving,4000,high,94.19,10.35,0.00,0.00,0.00
15980,37-1,First-Line Supervisors of Housekeeping and Janitorial Workers,Building and Grounds Cleaning and Maintenance,4200,high,192.95,0.00,0.00,0.00,0.00
15980,37-2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,4200,high,1113.75,0.00,0.00,0.00,0.00
15980,37-3,Landscaping and Groundskeeping Workers,Building and Grounds Cleaning and Maintenance,4200,high,954.82,0.00,0.00,0.00,0.00
15980,41-1,First-Line Supervisors of Retail Sales Workers,Sales and Related,4700,high,5.63,0.00,0.00,0.00,0.00
15980,41-2,Retail Salespersons,Sales and Related,4700,high,34.95,0.00,0.00,0.00,0.00
15980,41-3,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",Sales and Related,4700,high,11.21,0.00,0.00,0.00,0.00
15980,41-4,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales and Related,4700,high,5.39,0.00,0.00,0.00,0.00
15980,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,high,1545.66,1421.55,1229.72,1054.53,893.91
15980,47-2,Construction Laborers,Construction and Extraction,6200,high,8017.19,7373.45,6378.43,5469.75,4636.65
15980,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,high,183.05,127.92,44.15,0.00,0.00
15980,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,high,544.58,380.56,131.35,0.00,0.00
15980,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,high,1051.91,735.10,253.71,0.00,0.00
16620,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,high,479.46,440.74,379.78,322.83,269.48
16620,13-2,Accountants and Auditors,Business and Financial Operations,500,high,223.20,205.18,176.80,150.29,125.45
16620,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,574.68,492.91,370.58,263.20,168.40
16620,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,325.81,258.80,155.58,61.70,0.00
16620,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,high,1422.04,678.93,0.00,0.00,0.00
16620,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,high,597.88,285.45,0.00,0.00,0.00
16620,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,high,993.55,933.45,840.58,755.78,678.06
16620,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,high,151.96,95.53,8.52,0.00,0.00
16620,37-2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,4200,high,465.04,137.55,0.00,0.00,0.00
16620,41-2,Retail Salespersons,Sales and Related,4700,high,636.57,0.00,0.00,0.00,0.00
16620,43-3,"Bookkeeping, Accounting, and Auditing Clerks",Office and Administrative Support,5000,high,73.21,0.00,0.00,0.00,0.00
16620,43-4,Customer Service Representatives,Office and Administrative Support,5000,high,116.18,0.00,0.00,0.00,0.00
16620,43-6,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office and Administrative Support,5000,high,74.17,0.00,0.00,0.00,0.00
16620,43-9,"Office Clerks, General",Office and Administrative Support,5000,high,66.65,0.00,0.00,0.00,0.00
16620,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,high,0.36,0.00,0.00,0.00,0.00
16620,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,high,0.33,0.00,0.00,0.00,0.00
16700,11-1,General and Operations Managers,Management,10,high,470.65,0.00,0.00,0.00,0.00
16700,11-2,Marketing Managers,Management,10,high,135.82,0.00,0.00,0.00,0.00
16700,11-3,Financial Managers,Management,10,high,322.03,0.00,0.00,0.00,0.00
16700,11-9,"Managers, All Other",Management,10,high,478.46,0.00,0.00,0.00,0.00
16700,17-2,Mechanical Engineers,Architecture and Engineering,1300,high,1146.35,0.00,0.00,0.00,0.00
16700,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,high,532.76,0.00,0.00,0.00,0.00
16700,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,431.68,48.12,0.00,0.00,0.00
16700,23-1,Lawyers,Legal,2100,high,542.54,501.03,435.66,374.61,317.40
16700,23-2,Paralegals and Legal Assistants,Legal,2100,high,659.13,608.71,529.29,455.11,385.61
16700,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,high,100.04,0.00,0.00,0.00,0.00
16700,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,226.39,0.00,0.00,0.00,0.00
16700,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,high,54.92,0.00,0.00,0.00,0.00
16700,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,high,78.70,0.00,0.00,0.00,0.00
16700,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,high,2159.05,0.00,0.00,0.00,0.00
16700,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,high,1028.98,0.00,0.00,0.00,0.00
16700,33-2,Firefighters,Protective Service,3700,high,264.16,224.83,163.70,107.53,55.71
16700,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,high,534.16,454.62,331.03,217.43,112.64
16700,33-9,Security Guards,Protective Service,3700,high,573.67,488.25,355.51,233.51,120.97
16700,35-1,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving,4000,high,0.96,0.00,0.00,0.00,0.00
16700,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,high,2.38,0.00,0.00,0.00,0.00
16700,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,high,5.22,0.00,0.00,0.00,0.00
16700,35-9,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving,4000,high,1.05,0.00,0.00,0.00,0.00
16700,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,high,363.77,276.58,141.79,18.68,0.00
16700,47-2,Construction Laborers,Construction and Extraction,6200,high,1709.36,1299.65,666.28,87.78,0.00
16700,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,high,497.71,432.55,333.57,245.05,165.50
16700,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,high,1842.03,1600.87,1234.53,906.92,612.51
16700,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,high,2723.14,2366.63,1825.05,1340.73,905.49
16700,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,high,319.17,273.18,201.74,136.10,75.56
16700,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,high,1194.03,1021.99,754.71,509.15,282.69
16700,51-3,Bakers,Production,7700,high,236.75,202.64,149.64,100.95,56.05
16700,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,high,614.61,526.05,388.48,262.08,145.51
16700,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,high,1039.02,889.31,656.74,443.05,245.99
16740,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,high,11610.95,10602.27,9013.76,7529.99,6139.94
16740,13-2,Accountants and Auditors,Business and Financial Operations,500,high,6662.09,6083.33,5171.88,4320.53,3522.95
16740,15-1,Software Developers,Computer and Mathematical,1000,high,12259.67,9982.48,6490.14,3330.93,460.53
16740,15-2,Data Scientists,Computer and Mathematical,1000,high,1525.64,1242.25,807.65,414.51,57.31
16740,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,167.45,0.00,0.00,0.00,0.00
16740,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,high,2126.51,1774.09,1229.33,731.79,275.60
16740,47-2,Construction Laborers,Construction and Extraction,6200,high,8694.36,7253.50,5026.19,2991.99,1126.80
16740,47-3,Helpers--Electricians,Construction and Extraction,6200,high,671.12,559.90,387.97,230.95,86.98
16740,47-4,Construction and Building Inspectors,Construction and Extraction,6200,high,712.96,594.80,412.16,245.35,92.40
16740,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,high,460.74,272.22,0.00,0.00,0.00
16740,49-2,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",7000,high,386.21,228.19,0.00,0.00,0.00
16740,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,high,1475.28,871.65,0.00,0.00,0.00
16740,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,high,2218.90,1311.01,0.00,0.00,0.00
16740,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,high,1523.31,1361.38,1109.84,878.75,665.65
16740,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,high,3922.40,3505.45,2857.76,2262.71,1714.01
16740,51-3,Bakers,Production,7700,high,1444.44,1290.90,1052.39,833.26,631.19
16740,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,high,3585.46,3204.33,2612.27,2068.34,1566.77
16740,51-5,Printing Press Operators,Production,7700,high,421.33,376.54,306.97,243.05,184.11
16740,51-6,Laundry and Dry-Cleaning Workers,Production,7700,high,1525.90,1363.70,1111.73,880.24,666.79
16740,51-7,Cabinetmakers and Bench Carpenters,Production,7700,high,485.75,434.11,353.90,280.21,212.26
16740,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,high,5530.19,4942.33,4029.15,3190.19,2416.58
16740,53-1,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",Transportation and Material Moving,9000,high,395.93,287.09,118.16,0.00,0.00
16740,53-2,Flight Attendants,Transportation and Material Moving,9000,high,556.12,403.24,165.97,0.00,0.00
16740,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,high,2557.54,1854.46,763.28,0.00,0.00
16740,53-6,Parking Attendants,Transportation and Material Moving,9000,high,104.22,75.57,31.10,0.00,0.00
16740,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,high,5512.03,3996.76,1645.02,0.00,0.00
16860,11-1,General and Operations Managers,Management,10,high,112.21,0.00,0.00,0.00,0.00
16860,11-2,Marketing Managers,Management,10,high,28.77,0.00,0.00,0.00,0.00
16860,11-3,Financial Managers,Management,10,high,82.97,0.00,0.00,0.00,0.00
16860,11-9,"Managers, All Other",Management,10,high,93.78,0.00,0.00,0.00,0.00
16860,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,high,2252.49,2079.26,1806.44,1551.62,1312.90
16860,13-2,Accountants and Auditors,Business and Financial Operations,500,high,807.52,745.42,647.61,556.26,470.68
16860,17-2,Mechanical Engineers,Architecture and Engineering,1300,high,383.97,0.00,0.00,0.00,0.00
16860,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,high,154.16,0.00,0.00,0.00,0.00
16860,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,1940.66,1644.34,1201.01,811.84,468.25
16860,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,2630.06,2252.04,1669.71,1140.08,656.38
16860,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,high,306.96,262.84,194.88,133.06,76.61
16860,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,high,620.14,531.01,393.70,268.82,154.77
16860,27-1,Graphic Designers,"Arts, Design, Entertainment, Sports, Media",2600,high,45.70,9.64,0.00,0.00,0.00
16860,27-2,Producers and Directors,"Arts, Design, Entertainment, Sports, Media",2600,high,39.05,8.24,0.00,0.00,0.00
16860,27-3,Public Relations Specialists,"Arts, Design, Entertainment, Sports, Media",2600,high,35.26,7.44,0.00,0.00,0.00
16860,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,high,2378.59,296.52,0.00,0.00,0.00
16860,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,high,1252.86,156.19,0.00,0.00,0.00
16860,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,high,31.12,0.00,0.00,0.00,0.00
16860,31-9,Medical Assistants,Healthcare Support,3600,high,27.34,0.00,0.00,0.00,0.00
16860,35-1,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving,4000,high,42.22,0.00,0.00,0.00,0.00
16860,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,high,102.32,0.00,0.00,0.00,0.00
16860,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,high,199.59,0.00,0.00,0.00,0.00
16860,35-9,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving,4000,high,36.45,0.00,0.00,0.00,0.00
16860,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,high,375.72,317.77,228.18,146.36,71.34
16860,47-2,Construction Laborers,Construction and Extraction,6200,high,2125.62,1797.77,1290.95,828.05,403.58
16860,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,high,712.41,584.56,390.32,216.58,60.42
16860,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,high,1237.09,1015.09,677.79,376.09,104.92
16860,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,high,638.72,601.03,542.49,488.70,439.10
16860,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,high,2686.98,2528.43,2282.13,2055.86,1847.21
16860,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,high,1342.76,1263.52,1140.44,1027.37,923.10
16860,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,high,2785.00,2620.66,2365.38,2130.85,1914.60
16860,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,high,570.93,411.71,164.57,0.00,0.00
16860,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,high,967.07,697.37,278.76,0.00,0.00
16980,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,high,33372.96,30278.41,25404.91,20852.73,16588.04
16980,13-2,Accountants and Auditors,Business and Financial Operations,500,high,15323.90,13902.98,11665.21,9574.98,7616.75
16980,15-1,Software Developers,Computer and Mathematical,1000,high,26129.19,19861.87,10250.30,1555.72,0.00
16980,15-2,Data Scientists,Computer and Mathematical,1000,high,3311.47,2517.18,1299.07,197.16,0.00
16980,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,857.74,0.00,0.00,0.00,0.00
16980,21-2,Clergy,Community and Social Service,2000,high,34.58,0.00,0.00,0.00,0.00
16980,23-1,Lawyers,Legal,2100,high,7818.54,7097.61,5962.21,4901.62,3907.99
16980,23-2,Paralegals and Legal Assistants,Legal,2100,high,3515.51,3191.35,2680.83,2203.96,1757.18
16980,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,high,2190.19,976.55,0.00,0.00,0.00
16980,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,8266.01,3685.60,0.00,0.00,0.00
16980,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,high,1716.05,765.14,0.00,0.00,0.00
16980,25-4,Librarians and Media Collections Specialists,"Education, Training, and Library",2200,high,363.19,161.94,0.00,0.00,0.00
16980,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,high,3546.00,1581.07,0.00,0.00,0.00
16980,27-1,Graphic Designers,"Arts, Design, Entertainment, Sports, Media",2600,high,2065.77,1447.54,482.58,0.00,0.00
16980,27-2,Producers and Directors,"Arts, Design, Entertainment, Sports, Media",2600,high,2295.40,1608.45,536.22,0.00,0.00
16980,27-3,Public Relations Specialists,"Arts, Design, Entertainment, Sports, Media",2600,high,1762.76,1235.21,411.79,0.00,0.00
16980,27-4,Audio and Video Technicians,"Arts, Design, Entertainment, Sports, Media",2600,high,689.46,483.12,161.06,0.00,0.00
16980,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,high,19726.56,17441.67,13910.50,10686.42,7731.01
16980,31-2,Physical Therapist Aides,Healthcare Support,3600,high,778.85,688.63,549.22,421.92,305.24
16980,31-9,Medical Assistants,Healthcare Support,3600,high,6592.54,5828.94,4648.84,3571.36,2583.68
16980,33-1,First-Line Supervisors of Police and Detectives,Protective Service,3700,high,648.80,468.69,188.80,0.00,0.00
16980,33-2,Firefighters,Protective Service,3700,high,785.46,567.40,228.56,0.00,0.00
16980,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,high,2196.08,1586.41,639.05,0.00,0.00
16980,33-9,Security Guards,Protective Service,3700,high,4495.29,3247.32,1308.11,0.00,0.00
16980,35-1,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving,4000,high,518.29,0.00,0.00,0.00,0.00
16980,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,high,1378.73,0.00,0.00,0.00,0.00
16980,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,high,2941.91,0.00,0.00,0.00,0.00
16980,35-9,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving,4000,high,585.00,0.00,0.00,0.00,0.00
16980,39-1,First-Line Supervisors of Personal Service Workers,Personal Care and Service,4300,high,1124.92,95.86,0.00,0.00,0.00
16980,39-2,Animal Caretakers,Personal Care and Service,4300,high,1791.02,152.62,0.00,0.00,0.00
16980,39-3,Amusement and Recreation Attendants,Personal Care and Service,4300,high,2934.92,250.09,0.00,0.00,0.00
16980,39-4,Funeral Attendants,Personal Care and Service,4300,high,277.40,23.64,0.00,0.00,0.00
16980,39-5,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,4300,high,3335.87,284.26,0.00,0.00,0.00
16980,39-6,Concierges,Personal Care and Service,4300,high,381.27,32.49,0.00,0.00,0.00
16980,39-7,Tour and Travel Guides,Personal Care and Service,4300,high,170.37,14.52,0.00,0.00,0.00
16980,39-9,Childcare Workers,Personal Care and Service,4300,high,8790.75,749.09,0.00,0.00,0.00
16980,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,high,875.19,455.42,0.00,0.00,0.00
16980,49-2,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",7000,high,794.02,413.18,0.00,0.00,0.00
16980,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,high,2817.53,1466.13,0.00,0.00,0.00
16980,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,high,5850.91,3044.59,0.00,0.00,0.00
16980,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,high,6451.68,5961.87,5201.03,4502.07,3857.59
16980,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,high,17782.96,16432.88,14335.75,12409.19,10632.78
16980,51-3,Bakers,Production,7700,high,9479.49,8759.81,7641.90,6614.92,5667.97
16980,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,high,15237.53,14080.69,12283.75,10632.96,9110.81
16980,51-5,Printing Press Operators,Production,7700,high,2834.71,2619.50,2285.21,1978.10,1694.93
16980,51-6,Laundry and Dry-Cleaning Workers,Production,7700,high,2845.32,2629.30,2293.76,1985.50,1701.27
16980,51-7,Cabinetmakers and Bench Carpenters,Production,7700,high,753.72,696.49,607.61,525.95,450.66
16980,51-8,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Production,7700,high,1506.58,1392.20,1214.53,1051.31,900.81
16980,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,high,23686.04,21887.79,19094.53,16528.44,14162.34
16980,53-1,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",Transportation and Material Moving,9000,high,4544.38,4200.48,3666.79,3177.08,2726.03
16980,53-2,Flight Attendants,Transportation and Material Moving,9000,high,4274.87,3951.37,3449.33,2988.66,2564.36
16980,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,high,32779.98,30299.30,26449.67,22917.23,19663.67
16980,53-6,Parking Attendants,Transportation and Material Moving,9000,high,1979.74,1829.92,1597.42,1384.08,1187.58
16980,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,high,72310.02,66837.85,58345.88,50553.58,43376.49
17020,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,1191.90,1065.83,877.23,711.69,565.55
17020,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,1014.16,919.07,772.58,639.36,517.70
17020,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,high,517.30,468.80,394.08,326.12,264.07
17020,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,high,748.58,678.39,570.26,471.93,382.12
17020,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,high,122.58,0.00,0.00,0.00,0.00
17020,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,high,51.65,0.00,0.00,0.00,0.00
17020,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,high,718.31,645.11,531.98,428.68,333.99
17020,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,high,628.64,575.95,494.73,420.81,353.25
17020,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,high,1286.12,1178.33,1012.17,860.93,722.70
17020,37-2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,4200,high,80.70,0.00,0.00,0.00,0.00
17020,37-3,Landscaping and Groundskeeping Workers,Building and Grounds Cleaning and Maintenance,4200,high,45.46,0.00,0.00,0.00,0.00
17020,39-9,Childcare Workers,Personal Care and Service,4300,high,1119.76,797.14,361.13,22.87,0.00
17140,11-1,General and Operations Managers,Management,10,high,934.52,0.00,0.00,0.00,0.00
17140,11-2,Marketing Managers,Management,10,high,221.01,0.00,0.00,0.00,0.00
17140,11-3,Financial Managers,Management,10,high,593.76,0.00,0.00,0.00,0.00
17140,11-9,"Managers, All Other",Management,10,high,581.49,0.00,0.00,0.00,0.00
17140,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,high,6098.21,5457.94,4449.60,3507.75,2625.40
17140,13-2,Accountants and Auditors,Business and Financial Operations,500,high,2865.24,2564.40,2090.64,1648.11,1233.54
17140,15-1,Software Developers,Computer and Mathematical,1000,high,11847.87,10273.60,7859.35,5675.49,3691.37
17140,15-2,Data Scientists,Computer and Mathematical,1000,high,1206.91,1046.54,800.61,578.15,376.03
17140,17-2,Mechanical Engineers,Architecture and Engineering,1300,high,2920.03,0.00,0.00,0.00,0.00
17140,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,high,834.79,0.00,0.00,0.00,0.00
17140,19-1,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",1600,high,576.39,527.59,450.74,378.94,311.68
17140,19-2,Chemists,"Life, Physical, and Social Science",1600,high,405.09,370.79,316.78,266.32,219.05
17140,19-3,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",1600,high,345.34,316.10,270.05,227.04,186.74
17140,19-4,Biological Technicians,"Life, Physical, and Social Science",1600,high,465.23,425.84,363.81,305.86,251.57
17140,19-5,Occupational Health and Safety Specialists,"Life, Physical, and Social Science",1600,high,346.27,316.95,270.78,227.65,187.24
17140,21-1,Social and Human Service Assistants,Community and Social Service,2000,high,1922.18,1026.36,0.00,0.00,0.00
17140,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,high,401.18,53.85,0.00,0.00,0.00
17140,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,high,1176.50,157.93,0.00,0.00,0.00
17140,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,high,143.89,19.32,0.00,0.00,0.00
17140,25-4,Librarians and Media Collections Specialists,"Education, Training, and Library",2200,high,63.66,8.55,0.00,0.00,0.00
17140,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,high,395.45,53.08,0.00,0.00,0.00
17140,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,high,7211.83,0.00,0.00,0.00,0.00
