state_abbr,occ_group,occ_group_code,demand_scenario,w_current,w_equilibrium,pct_change,supply_eq,demand_eq
AK,Food Preparation and Serving,4000,low,26502.9276972017,24585.820878549806,-7.233566195233254,8582.598723492583,8580.177261401665
AK,Food Preparation and Serving,4000,mid,26502.9276972017,24866.6533130756,-6.173938226073285,8602.117260631403,8601.84835868935
AK,Healthcare Practitioners and Technical,3000,high,99040.6136058338,106585.7305045084,7.618204920158305,11583.687785663602,11584.45574438578
AK,Healthcare Practitioners and Technical,3000,low,99040.6136058338,105860.64918970369,6.886099889296508,11615.820602972686,11616.284549311658
AK,Healthcare Practitioners and Technical,3000,mid,99040.6136058338,106246.09002873456,7.275274415784044,11598.796675295407,11599.42147111659
AK,Healthcare Support,3600,high,38021.975988639795,41136.94254095898,8.192542526590088,4907.480056909745,4912.518309152157
AK,Healthcare Support,3600,low,38021.975988639795,39722.72297258098,4.4730631160498735,4841.654342963405,4843.619107564211
AK,Healthcare Support,3600,mid,38021.975988639795,40470.695621510415,6.440274523349991,4876.750725550782,4880.323988424569
AK,"Installation, Maintenance, and Repair",7000,high,69650.12397439365,87174.30096021693,25.1602954680539,7167.475189263711,7172.020382646235
AK,"Installation, Maintenance, and Repair",7000,low,69650.12397439365,85604.2251795369,22.906062896612585,7152.704386527141,7155.209709902832
AK,"Installation, Maintenance, and Repair",7000,mid,69650.12397439365,86434.52599026557,24.098165312731652,7160.547831136189,7164.128861673788
AK,Legal,2100,high,117928.97090934703,168811.61531123632,43.14685696782954,2289.1816889836205,2355.0049411973755
AK,Legal,2100,low,117928.97090934706,169573.1302710243,43.79259732655222,2303.3437757806155,2369.485069861922
AK,Legal,2100,mid,117928.97090934704,169175.51028316809,43.45542827912462,2295.8459072812716,2361.8261170981295
AK,"Life, Physical, and Social Science",1600,high,72208.21941289908,180520.5485322478,150.00000000000014,2377.1335348902926,3163.616721191373
AK,"Life, Physical, and Social Science",1600,low,72208.21941289908,180520.5485322478,150.00000000000014,2387.6296478459485,3082.788991236493
AK,"Life, Physical, and Social Science",1600,mid,72208.21941289908,180520.5485322478,150.00000000000014,2382.0490360624717,3125.420890673463
AK,Management,10,high,97208.29214176844,99407.6325954728,2.262502925673088,20307.623250323293,20308.858602522465
AK,Management,10,low,97208.29214176844,98960.01831236311,1.8020336866323836,20394.394088789457,20395.071305731577
AK,Management,10,mid,97208.29214176844,99197.34181370887,2.046172839905078,20348.243943445,20349.216687235727
AK,Office and Administrative Support,5000,high,44122.40035778469,45260.28388681832,2.5789248087289844,22218.109573756752,22219.22386887091
AK,Office and Administrative Support,5000,low,44122.40035778469,45057.17066597877,2.1185844392283903,22360.38081293747,22360.70412031882
AK,Office and Administrative Support,5000,mid,44122.40035778469,45164.82774222607,2.362580856862798,22284.671060080294,22285.41351739625
AK,Personal Care and Service,4300,high,28333.452665075572,29376.58557776245,3.6816300682361156,6233.729745265715,6234.186430219715
AK,Personal Care and Service,4300,low,28333.452665075576,29050.15693777244,2.529533838212007,6249.261003847792,6249.363603984475
AK,Personal Care and Service,4300,mid,28333.452665075576,29223.734045186477,3.142156343015267,6241.103258851876,6241.393144373457
